code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,n_days_dataplus,n_days_dualpane,n_days_externalquiz,n_days_folder,n_days_forumng,n_days_glossary,n_days_homepage,n_days_htmlactivity,n_days_oucollaborate,n_days_oucontent,n_days_ouelluminate,n_days_ouwiki,n_days_page,n_days_questionnaire,n_days_quiz,n_days_repeatactivity,n_days_resource,n_days_sharedsubpage,n_days_subpage,n_days_url,avg_sum_clicks_dataplus,avg_sum_clicks_dualpane,avg_sum_clicks_externalquiz,avg_sum_clicks_folder,avg_sum_clicks_forumng,avg_sum_clicks_glossary,avg_sum_clicks_homepage,avg_sum_clicks_htmlactivity,avg_sum_clicks_oucollaborate,avg_sum_clicks_oucontent,avg_sum_clicks_ouelluminate,avg_sum_clicks_ouwiki,avg_sum_clicks_page,avg_sum_clicks_questionnaire,avg_sum_clicks_quiz,avg_sum_clicks_repeatactivity,avg_sum_clicks_resource,avg_sum_clicks_sharedsubpage,avg_sum_clicks_subpage,avg_sum_clicks_url,total_n_days,avg_total_clicks,final_score_current,banked_ratio,at_risk
AAA,2013J,58873,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-47.0,,2.0,0.0,0.0,0.0,33.0,0.0,120.0,0.0,1.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,52.0,47.0,2.6666666666666665,0.0,0.0,0.0,2.6627906976744184,0.0,4.066666666666666,0.0,2.0,4.180412371134021,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.6417910447761195,1.56,120,3.2927756653992395,73.7,0.0,0
AAA,2013J,59185,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-59.0,,0.0,0.0,0.0,0.0,34.0,0.0,61.0,0.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,2.3440860215053765,0.0,3.5245901639344264,0.0,1.5,4.779816513761468,0.0,0.0,0.0,0.0,0.0,0.0,1.1818181818181819,0.0,2.272727272727273,1.28,61,3.1942028985507247,80.8,0.0,0
AAA,2013J,62155,F,North Western Region,HE Qualification,50-60%,0-35,0,60,N,Pass,-68.0,,3.0,0.0,0.0,0.0,107.0,0.0,148.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,36.0,2.0,4.0,0.0,0.0,0.0,3.1532663316582914,0.0,3.4662162162162162,0.0,1.0,4.141689373297003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.525,1.6666666666666667,148,3.45361875637105,76.4,0.0,0
AAA,2013J,63400,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-67.0,,1.0,0.0,0.0,0.0,86.0,0.0,174.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,77.0,71.0,8.333333333333334,0.0,0.0,0.0,2.1295336787564767,0.0,3.1206896551724137,0.0,0.0,7.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9805825242718447,1.5679012345679013,175,3.6013157894736842,71.2,0.0,0
AAA,2013J,65002,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-180.0,96.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,2.4,0.0,3.4545454545454546,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6363636363636365,1.0,11,3.1666666666666665,20.2,0.0,1
AAA,2013J,70464,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-95.0,,1.0,0.0,0.0,0.0,13.0,1.0,46.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,10.0,1.0,0.0,0.0,0.0,2.3947368421052633,2.0,5.521739130434782,0.0,2.0,7.82051282051282,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.5454545454545454,2.5,46,5.136585365853659,53.5,0.0,0
AAA,2013J,71361,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,-130.0,,1.0,0.0,0.0,0.0,46.0,0.0,131.0,0.0,1.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,63.0,47.0,3.0,0.0,0.0,0.0,3.859154929577465,0.0,2.9770992366412212,0.0,1.0,4.140776699029126,0.0,0.0,0.0,0.0,0.0,0.0,1.53125,0.0,1.4333333333333333,1.4814814814814814,135,3.1964285714285716,79.7,0.0,0
AAA,2013J,74372,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,150,N,Fail,-50.0,,0.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,1.4,0.0,2.4285714285714284,0.0,0.0,1.4333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4666666666666666,1.0,14,1.6111111111111112,32.8,0.0,1
AAA,2013J,75091,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-107.0,,3.0,0.0,0.0,0.0,74.0,0.0,122.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,59.0,33.0,4.0,0.0,0.0,0.0,3.217021276595745,0.0,4.934426229508197,0.0,0.0,5.483739837398374,0.0,0.0,0.0,0.0,0.0,0.0,1.3125,0.0,2.1463414634146343,1.6176470588235294,122,3.9681697612732094,65.8,0.0,0
AAA,2013J,77367,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-27.0,,0.0,0.0,0.0,0.0,18.0,0.0,86.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,22.0,0.0,0.0,0.0,0.0,2.081081081081081,0.0,2.883720930232558,0.0,0.0,3.230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7435897435897436,1.1666666666666667,86,2.5092250922509227,69.5,0.0,0
AAA,2013J,91265,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass,-31.0,,2.0,0.0,0.0,0.0,3.0,0.0,123.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,62.0,24.0,4.0,0.0,0.0,0.0,1.25,0.0,3.4471544715447155,0.0,0.0,3.5019607843137255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4683544303797469,1.625,125,3.0120967741935485,69.0,0.0,0
AAA,2013J,94961,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,-170.0,72.0,0.0,0.0,0.0,0.0,4.0,0.0,24.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,2.9166666666666665,0.0,0.0,5.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.590909090909091,1.3333333333333333,24,3.323529411764706,7.4,0.0,1
AAA,2013J,98094,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-107.0,,2.0,0.0,0.0,0.0,11.0,0.0,91.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,30.0,8.0,3.6666666666666665,0.0,0.0,0.0,1.8333333333333333,0.0,5.34065934065934,0.0,0.0,10.142156862745098,0.0,0.0,0.0,0.0,0.0,0.0,1.9411764705882353,0.0,4.395348837209302,1.8,91,7.3549222797927465,60.6,0.0,0
AAA,2013J,100893,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-62.0,,2.0,0.0,0.0,0.0,19.0,0.0,52.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,27.0,16.0,2.0,0.0,0.0,0.0,5.543478260869565,0.0,3.0961538461538463,0.0,1.0,2.961038961038961,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6341463414634145,1.2222222222222223,52,3.0617283950617282,68.7,0.0,0
AAA,2013J,101781,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-103.0,,4.0,0.0,0.0,0.0,68.0,0.0,144.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,93.0,73.0,2.8333333333333335,0.0,0.0,0.0,2.84070796460177,0.0,4.826388888888889,0.0,0.0,7.412903225806452,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,2.134920634920635,1.963855421686747,144,4.495071193866375,71.6,0.0,0
AAA,2013J,102806,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-107.0,,1.0,0.0,0.0,0.0,103.0,0.0,174.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,57.0,1.0,3.0,0.0,0.0,0.0,1.6299212598425197,0.0,3.235632183908046,0.0,0.0,3.153284671532847,0.0,0.0,0.0,0.0,0.0,0.0,1.2307692307692308,0.0,1.296875,1.0,177,2.4891165172855314,76.0,0.0,0
AAA,2013J,102952,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,-100.0,,1.0,0.0,0.0,0.0,25.0,0.0,58.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,33.0,12.0,5.0,0.0,0.0,0.0,3.3384615384615386,0.0,2.9655172413793105,0.0,0.0,5.100840336134453,0.0,0.0,0.0,0.0,0.0,0.0,1.375,0.0,2.4285714285714284,2.0833333333333335,58,3.6741214057507987,77.1,0.0,0
AAA,2013J,104476,M,Ireland,Post Graduate Qualification,,35-55,0,60,N,Pass,-109.0,,4.0,0.0,0.0,0.0,41.0,0.0,159.0,0.0,4.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,90.0,62.0,2.5,0.0,0.0,0.0,3.1517857142857144,0.0,5.113207547169812,0.0,1.25,6.642553191489362,0.0,0.0,0.0,0.0,0.0,0.0,1.065217391304348,0.0,2.2170542635658914,2.0441176470588234,161,4.815524193548387,78.9,0.0,0
AAA,2013J,106247,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,5.0,175.0,0.0,0.0,0.0,0.0,5.0,0.0,30.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,21.0,3.0,0.0,0.0,0.0,0.0,3.2777777777777777,0.0,3.9,0.0,1.0,4.423076923076923,0.0,0.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,1.21875,1.0,33,3.206896551724138,29.3,0.0,1
AAA,2013J,106577,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-107.0,,0.0,0.0,0.0,0.0,18.0,0.0,47.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0681818181818183,0.0,3.893617021276596,0.0,0.0,4.630952380952381,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.6176470588235294,0.0,47,3.316742081447964,54.2,0.0,0
AAA,2013J,110175,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Pass,-110.0,,0.0,0.0,0.0,0.0,4.0,0.0,68.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,52.0,32.0,0.0,0.0,0.0,0.0,2.0,0.0,3.1176470588235294,0.0,0.0,4.7075471698113205,0.0,0.0,0.0,0.0,0.0,0.0,1.368421052631579,0.0,1.8095238095238095,1.65625,70,2.9096209912536444,63.7,0.0,0
AAA,2013J,111717,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-43.0,,4.0,0.0,0.0,0.0,30.0,1.0,136.0,0.0,1.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,47.0,28.0,3.5,0.0,0.0,0.0,3.158536585365854,1.0,3.5955882352941178,0.0,2.0,5.23828125,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.5806451612903225,1.84375,136,3.9779286926994906,48.9,0.0,0
AAA,2013J,113295,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-26.0,,4.0,0.0,0.0,0.0,86.0,0.0,195.0,0.0,3.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,88.0,55.0,3.2,0.0,0.0,0.0,2.895306859205776,0.0,5.02051282051282,0.0,1.3333333333333333,4.242331288343558,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,1.9557522123893805,2.0,195,3.5494505494505493,77.3,0.0,0
AAA,2013J,114017,F,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass,-29.0,,0.0,0.0,0.0,0.0,3.0,0.0,50.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,47.0,20.0,0.0,0.0,0.0,0.0,1.25,0.0,3.48,0.0,0.0,5.733333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.4230769230769231,0.0,2.242857142857143,1.9047619047619047,50,3.277056277056277,72.3,0.0,0
AAA,2013J,114999,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,60,N,Pass,-68.0,,3.0,0.0,0.0,0.0,23.0,0.0,105.0,0.0,2.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,39.0,28.0,3.3333333333333335,0.0,0.0,0.0,2.388888888888889,0.0,2.295238095238095,0.0,1.0,3.477551020408163,0.0,0.0,0.0,0.0,0.0,0.0,1.2272727272727273,0.0,1.2745098039215685,1.1428571428571428,120,2.6627450980392156,70.8,0.0,0
AAA,2013J,116541,M,Wales,HE Qualification,0-10%,0-35,0,60,N,Pass,-68.0,,1.0,0.0,0.0,0.0,15.0,0.0,107.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,55.0,48.0,3.0,0.0,0.0,0.0,2.1818181818181817,0.0,3.925233644859813,0.0,0.0,4.767634854771784,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7702702702702702,1.9814814814814814,108,3.669260700389105,59.8,0.0,0
AAA,2013J,116692,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-32.0,,0.0,0.0,0.0,0.0,4.0,0.0,98.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,32.0,26.0,0.0,0.0,0.0,0.0,3.0,0.0,3.2142857142857144,0.0,0.0,4.556390977443609,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,2.731707317073171,1.75,98,3.562700964630225,74.2,0.0,0
AAA,2013J,118983,M,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass,-99.0,,0.0,0.0,0.0,0.0,3.0,0.0,26.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,2.3846153846153846,0.0,0.0,4.4411764705882355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6538461538461537,1.25,27,2.5585585585585586,59.0,0.0,0
AAA,2013J,123044,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-82.0,,1.0,0.0,0.0,0.0,28.0,0.0,126.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,71.0,47.0,3.0,0.0,0.0,0.0,3.7864077669902914,0.0,3.857142857142857,0.0,2.0,4.080952380952381,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.01010101010101,1.8627450980392157,127,3.401666666666667,70.7,0.0,0
AAA,2013J,127582,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,-31.0,,0.0,0.0,0.0,0.0,36.0,0.0,87.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,51.0,15.0,0.0,0.0,0.0,0.0,1.8,0.0,3.7241379310344827,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.0,1.4516129032258065,1.6666666666666667,89,3.0022727272727274,69.4,0.0,0
AAA,2013J,129955,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-197.0,135.0,1.0,0.0,0.0,0.0,8.0,0.0,80.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21.0,12.0,3.0,0.0,0.0,0.0,1.5,0.0,3.7625,0.0,1.0,3.9096774193548387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5357142857142858,1.5384615384615385,83,3.3366336633663365,40.1,0.0,1
AAA,2013J,132976,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,-75.0,,1.0,0.0,0.0,0.0,9.0,0.0,32.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,1.0,6.0,0.0,0.0,0.0,2.217391304347826,0.0,2.96875,0.0,1.0,5.049180327868853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9230769230769231,2.0,32,3.4210526315789473,67.3,0.0,0
AAA,2013J,134143,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-96.0,,6.0,0.0,0.0,0.0,6.0,0.0,137.0,0.0,2.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,31.0,2.0,3.4285714285714284,0.0,0.0,0.0,1.3846153846153846,0.0,3.678832116788321,0.0,2.0,5.92022792022792,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.945945945945946,2.0,138,4.801405975395431,83.8,0.0,0
AAA,2013J,135335,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,-29.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,2.5384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,2.28,0.0,0.0,1
AAA,2013J,135400,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,Y,Withdrawn,-32.0,144.0,0.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,1.4,0.0,2.652173913043478,0.0,0.0,4.382352941176471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7083333333333333,1.2,24,2.63302752293578,17.4,0.0,1
AAA,2013J,137873,M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-195.0,,3.0,0.0,0.0,0.0,164.0,0.0,188.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,91.0,46.0,2.0,0.0,0.0,0.0,3.291512915129151,0.0,5.542553191489362,0.0,0.0,7.051162790697674,0.0,0.0,0.0,0.0,0.0,0.0,1.173913043478261,0.0,1.628099173553719,1.391304347826087,192,3.923349893541519,81.7,0.0,0
AAA,2013J,141355,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,-61.0,,2.0,0.0,0.0,0.0,59.0,0.0,88.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,38.0,18.0,3.5,0.0,0.0,0.0,3.4921875,0.0,2.9886363636363638,0.0,0.0,3.383116883116883,0.0,0.0,0.0,0.0,0.0,0.0,1.3571428571428572,0.0,1.7450980392156863,1.5,92,3.1162393162393163,72.0,0.0,0
AAA,2013J,141377,M,South West Region,A Level or Equivalent,90-100%,0-35,0,345,N,Withdrawn,-110.0,129.0,1.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,6.25,2.0,3.6666666666666665,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.7,0.0,9,3.25,4.5,0.0,1
AAA,2013J,142326,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-37.0,,4.0,0.0,0.0,0.0,42.0,0.0,95.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,63.0,46.0,4.5,0.0,0.0,0.0,2.937984496124031,0.0,5.28421052631579,0.0,0.0,3.7063492063492065,0.0,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,0.0,1.8681318681318682,2.2127659574468086,95,3.3613312202852614,75.3,0.0,0
